town,articles,deaths_min,bureau_id,lat,target,deaths,country,deaths_max,number,children,tweet_id,lon,location,civilians,date,bij_summary_short,_id,bij_link,injuries,names
Al Khamila,[],13,YEM020,13.612304,,13-16,Yemen,16,299,,3.0152E+17,46.106282,Abyan Province,,2011-08-01T00:00:00.000Z,"Two or three airstrikes killed up to 16 alleged militants, including local al Qaeda leader Nader Shadadi.",52093bda8d8b4098c5038368,http://www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/,17,[u'Nader Shadadi']
Azam Warsak,[],4,Ob234,32.30222379,,6-Apr,Pakistan,6,300,,3.01521E+17,69.40544128,South Waziristan,0-6,2011-08-01T00:00:00.000Z,"4-6 people - possibly all civilians - killed in strike on car in Azam Warsak, South Waziristan.",52093bda8d8b4098c5038369,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/,7,[u'']
Qutab Khel,[],3,Ob235,32.98418805,,4-Mar,Pakistan,4,301,,3.01523E+17,70.07663727,North Waziristan,,2011-08-02T00:00:00.000Z,"3-4 alleged militants killed in strike on car. Qutab Khel, North Waziristan.",52093bda8d8b4098c503836a,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/,,[u'']
Miranshah,[],20,Ob236,33.0020414,,20-25,Pakistan,25,302,,3.01523E+17,70.06084442,North Waziristan,,2011-08-10T00:00:00.000Z,"20-25 killed and vehicle destroyed in pre-dawn strike. Miranshah, North Waziristan",52093bda8d8b4098c503836b,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/,8,[u'']
Miranshah,[],4,Ob237,33.0020414,,7-Apr,Pakistan,7,303,1,3.01523E+17,70.06084442,North Waziristan,4-Mar,2011-08-16T00:00:00.000Z,"4-7 killed, including possibly 3-4 civilians, and 2 injured in a strike on a housing compound and vehicle. Miranshah, North Waziristan.",52093bda8d8b4098c503836c,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/,2,[u'']
Shin Warsak,[],3,Ob238,32.29337255,,4-Mar,Pakistan,4,304,,3.01524E+17,69.49728012,South Waziristan,,2011-08-19T00:00:00.000Z,"3-4 killed and 2 injured in strike on house. Shin Warsak, South Waziristan.",52093bda8d8b4098c503836d,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/,2,[u'']
Norak,[],4,Ob239,32.98879572,,7-Apr,Pakistan,7,305,,3.01524E+17,70.32606125,North Waziristan,0-4,2011-08-22T00:00:00.000Z,"4-7 killed, including possibly 0-4 civilians, and 3 injured in strike on vehicle. Norak, North Waziristan.",52093bda8d8b4098c503836e,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/,3,[u'']
Khaisoori,[],0,Ob239c,32.98879572,,0-6,Pakistan,6,306,2,3.01525E+17,70.32606125,North Waziristan,0-3,2011-08-22T00:00:00.000Z,"The News was the single source for reports of a second strike on a house on August 22 that killed a family of Arabs, Û÷three men, two children and a lady. Local villagers said an Arab family was residing in the house and all those died in the missile attack were Arab nationals.Ûª The newspaper speculated that this strike killed Atiyah abd al-Rahman (see Ob239).",52093bda8d8b4098c503836f,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/,,[u'']
Arkoub,[],6,YEM021,13.612304,,6,Yemen,6,307,,3.01525E+17,46.106282,Abyan Province,,2011-08-24T00:00:00.000Z,6 killed in Abyan. Source unable to confirm whether air strike was Yemeni Air Force or US drone,52093bda8d8b4098c5038370,http://www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/,,[u'']
,[],0,Ob239ci,32.98879572,,7,Pakistan,7,308,,3.01525E+17,70.32606125,North Waziristan,,2011-09-04T00:00:00.000Z,"Urdu TV station Ajj reports that an evening strike killed up to seven alleged militants in an unspecified location in North Waziristan, a day after the end of the four-day Eid holiday. No further details are known from this single source.",52093bda8d8b4098c5038371,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/,,[u'']
Mihfed,[],3,YEM027,13.612304,,10-Mar,Yemen,10,309,,3.01525E+17,46.106282,Abyan Province,,2011-09-07T00:00:00.000Z,"10 al-Qaida militants were killed and dozens of others were injured' when a US drone struck 'several targets' in Abyan, Xinhua said. Predator drones also 'bombed an abandoned hotel and a primary school on the eastern outskirts of Jaar city' in Abyan.",52093bda8d8b4098c5038372,http://www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/,24-Feb,[u'']
Hisokhel,[],4,Ob240,32.953944,,5-Apr,Pakistan,5,310,,3.01525E+17,70.262883,North Waziristan,,2011-09-11T00:00:00.000Z,"4-5 killed and 2 injured in strike on 10th anniversary of 9-11. Hisokhel, North Waziristan.",52093bda8d8b4098c5038373,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/,2,[u'']
Al-Mahfad,[],4,YEM029,14.037484,Saeed al-Shehri,4,Yemen,4,311,,3.01525E+17,46.768075,Abyan Province,,2011-09-21T00:00:00.000Z,"There were two alleged US drone strikes reported on this day, killing 4 and up to 7, respectively.",52093bda8d8b4098c5038374,http://www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/,,[u'']
Shaqra,[],6,YEM030,13.358082,,7-Jun,Yemen,7,312,,3.01525E+17,45.698439,Abyan Province,,2011-09-21T00:00:00.000Z,"A second strike reportedly targeted militants in the southern port city of Shaqra, killing up to seven people.",52093bda8d8b4098c5038375,http://www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/,3,[u'']
Khushali,[],3,Ob241,32.96863543,,8-Mar,Pakistan,8,313,,3.01525E+17,70.35301208,North Waziristan,,2011-09-23T00:00:00.000Z,"3-8 alleged militants killed and 3-4 injured in strike on house and vehicle. Khushali, North Waziristan.",52093bda8d8b4098c5038376,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/,4,[u'']
Kismayo,[],0,SOM013,-0.354098,,Unknown,Somalia,0,314,,3.01525E+17,42.545328,Lower Jubba,,2011-09-25T00:00:00.000Z,"The United States launched a series of drone attacks on al-Shabaab in Kismayo, according to residents, who reported attacks on three locations.",52093bda8d8b4098c5038377,http://www.thebureauinvestigates.com/2012/02/22/get-the-data-somalias-hidden-war/,,[u'']
Azam Warsak,[],0,Ob242,32.30222379,,0-4,Pakistan,4,315,,3.01525E+17,69.40544128,South Waziristan,,2011-09-27T00:00:00.000Z,"Up to four killed and up to two injured in strike on a compound. Azam Warsak, South Waziristan.",52093bda8d8b4098c5038378,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/,2,[u'']
Baghar,[],3,Ob243,32.30280417,,4-Mar,Pakistan,4,316,,3.01525E+17,69.32510376,South Waziristan,,2011-09-30T00:00:00.000Z,"3-4 killed and 5 injured in strike on a vehicle. Baghar, South Waziristan.",52093bda8d8b4098c5038379,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/,5,[u'']
,[],4,YEM031,16.565146,,4,Yemen,4,317,,3.01526E+17,45.538211,Al Jawf Province,,2011-09-30T00:00:00.000Z,"Anwar al-Awlaki, the US-born cleric, became the first US citizen to be deliberately killed by the CIA in a drone strike. 3 others were killed as well.",52093bda8d8b4098c503837a,http://www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/,,"[u'Anwar al Awlaki, Samir Khan, Abu Muhsen al Maribi, Salem al Marwani']"
,[],4,SOM014,-0.117925,,4,Somalia,4,318,,3.01526E+17,42.326611,Dolbiyow,4,2011-10-06T00:00:00.000Z,"Four Somali farmers were reported to have been killed in a possible drone strike in Dolbiyow Village, 35km east of Dhobley. The farmers and their camels were killed moments after al-Shabaab fighters fled the area in vehicles, witnesses said.",52093bda8d8b4098c503837b,http://www.thebureauinvestigates.com/2012/02/22/get-the-data-somalias-hidden-war/,1,[u'']
Danda Darpakhel,[],4,Ob244,33.020179,,6-Apr,Pakistan,6,319,,3.01527E+17,70.07286072,North Waziristan,,2011-10-13T00:00:00.000Z,"4-6 killed and 4 injured. Danda Darpakhel, North Waziristan.",52093bda8d8b4098c503837c,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/,4,[u'']
Zeba Pahar,[],3,Ob245,32.4784877,,6-Mar,Pakistan,6,320,,3.01527E+17,69.27841187,South Waziristan,,2011-10-13T00:00:00.000Z,"3-6 killed in strike on a compound. Zeba Pahar, South Waziristan.",52093bda8d8b4098c503837d,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/,3,[u'']
Azan,[],0,YEM033,14.33936309,,0,Yemen,0,321,,3.01528E+17,47.44163168,Shabwah Province,,2011-10-14T00:00:00.000Z,"In the first of several attacks on this day, a drone attack struck a house in the Azan district of Shabwah, but the occupants of the house had left two minutes earlier.",52093bda8d8b4098c503837e,http://www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/,,[u'']
Danda Darpakhel,[],5,Ob246,33.020179,,6-May,Pakistan,6,322,,3.0153E+17,70.07286072,North Waziristan,,2011-10-14T00:00:00.000Z,"5-6 alleged militants killed in strike on a vehicle. Danda Darpakhel, North Waziristan.",52093bda8d8b4098c503837f,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/,,[u'']
Azan,[],7,YEM034,14.323499,,9-Jul,Yemen,9,323,2,3.0153E+17,47.453653,Shabwah Province,2,2011-10-14T00:00:00.000Z,"Drone strike killed 7-9 people, including a 16 and 17-year-old boy. Abdulrahman al-Awlaki, the 16-year old son of Anwar al-Awlaki, was one of the people who perished.",52093bda8d8b4098c5038380,http://www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/,,"[u'Abdulrahman al-Awlaki, Ahmed Abdulrahman al-Awlaki, Sarhan al-Qusa']"
,[],15,YEM035,13.612304,,15-17,Yemen,17,324,,3.02875E+17,46.106282,Unknown,,2011-10-14T00:00:00.000Z,A third possible drone attack killed up to 17 people on Friday night.,52093bda8d8b4098c5038381,http://www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/,,[u'']
Azan,[],2,YEM036,14.33936309,,2,Yemen,2,325,1,3.03515E+17,47.44163168,Shabwah Province,2-Jan,2011-10-14T00:00:00.000Z,"Saleh Qaid Toayman and his 14-year-old son were reported killed in an overnight strike in Azan. They were grazing camels 'in an area known to be controlled by al-Qaida,' and had then slept by a mosque, according to Toayman's 15-year-old son Azzedine who survived the strike.",52093bda8d8b4098c5038382,http://www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/,,[u'Saleh Qaid Toayman']
Angor Adda,[],3,Ob247,32.48659683,,6-Mar,Pakistan,6,326,,3.03894E+17,69.28321838,South Waziristan,,2011-10-15T00:00:00.000Z,"3-6 killed and 3-7 injured in strike on a compound. Angor Adda, South Waziristan.",52093bda8d8b4098c5038383,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/,7,[u'']
Baghar Chinah,[],3,Ob247c,32.327033,,7-Mar,Pakistan,7,327,,3.04292E+17,69.596401,South Waziristan,,2011-10-15T00:00:00.000Z,"There were reports of a further strike in South Waziristan on Maulvi Nazir's forces, which killed up to seven alleged militants. Three of those killed were named as Hazrat Ali, Sher Ali and Amir Hamza ÛÒ possibly 'low level Taliban commanders.'",52093bda8d8b4098c5038384,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/,6-Mar,[u'']
Afmadow,[],11,SOM016,-0.354098,,11,Somalia,11,328,,3.0498E+17,42.545328,Lower Jubba,11,2011-10-23T00:00:00.000Z,At least 11 civilians died and more than 20 others were wounded after a possible US drone attacked on Afmadow town in the Lower Jubba region.,52093bda8d8b4098c5038385,http://www.thebureauinvestigates.com/2012/02/22/get-the-data-somalias-hidden-war/,20,[u'']
Bobar,[],13,Ob248,32.664167,,13-22,Pakistan,22,329,,3.0609E+17,70.218333,South Waziristan,,2011-10-26T00:00:00.000Z,13-22 killed and 6 injured in a strike.,52093bda8d8b4098c5038386,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/,6,[u'']
Azam Warsak,[],4,Ob249,32.30222379,,6-Apr,Pakistan,6,330,,3.06126E+17,69.40544128,South Waziristan,,2011-10-27T00:00:00.000Z,"4-6 killed and 3-4 injured in a strike on a vehicle. Azam Warsak, South Waziristan.",52093bda8d8b4098c5038387,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/,4,[u'']
Hisokhel,[],4,Ob250,32.953944,,6-Apr,Pakistan,6,331,,3.06851E+17,70.262883,North Waziristan,,2011-10-27T00:00:00.000Z,"A second strike of the day on either a moving vehicle or a house in North Waziristan killed 4-6 alleged militants, according to Pakistani security officials. No further details were given.",52093bda8d8b4098c5038388,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/,3,[u'']
Datta Khel,[],4,Ob251,33.151242,,6-Apr,Pakistan,6,332,,3.07548E+17,70.434707,North Waziristan,4,2011-10-30T00:00:00.000Z,Strike on a vehicle killed 4-6.,52093bda8d8b4098c5038389,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/,2,[u'']
Norak,[],2,Ob252,32.98879572,,4-Feb,Pakistan,4,333,,3.08651E+17,70.32606125,North Waziristan,2,2011-10-31T00:00:00.000Z,"An attack on a vehicle near the town of Mir Ali, North Waziristan killed 2-4 people, including at two civilians.",52093bda8d8b4098c503838a,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/,3,[u'']
Danda Darpakhel,[],2,Ob253,33.020179,,3-Feb,Pakistan,3,334,,3.09359E+17,70.07286072,North Waziristan,,2011-11-03T00:00:00.000Z,"An attack on an alleged militant housing compound near Miranshah in North Waziristan killed up to three people and injured three others, according to local officials. Dawn reported that the casualties were part of the Haqqani Network.",52093bda8d8b4098c503838b,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/,3,[u'']
Rumeila,[],0,YEM038,13.612304,,Unknown,Yemen,0,335,,3.09463E+17,46.106282,Abyan Province,,2011-11-08T00:00:00.000Z,"The militant stronghold of Rumeila was targeted by 'five US drone strikes,' killing an unknown number of people.
",52093bda8d8b4098c503838c,http://www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/,,[u'']
Afgoye,[],1,SOM018,2.140976,,2-Jan,Somalia,2,336,,3.10063E+17,45.118861,Lower Shabelle,,2011-11-14T00:00:00.000Z,"Missiles were fired at a training camp in Afgoye, Lower Shabelle, according to al Shabaab. 1-2 reported killed. Unclear who was responsible for the strikes.",52093bda8d8b4098c503838d,http://www.thebureauinvestigates.com/2012/02/22/get-the-data-somalias-hidden-war/,,[u'']
Miranshah,[],7,Ob254,33.0020414,,7,Pakistan,7,337,,3.10067E+17,70.06084442,North Waziristan,,2011-11-15T00:00:00.000Z,7 killed and 2-4 injured in strike on a house in Miranshah.,52093bda8d8b4098c503838e,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/,4,[u'']
Babar Ghar,[],16,Ob255,31.2452778,,16-22,Pakistan,22,338,,3.1118E+17,69.54,South Waziristan,,2011-11-16T00:00:00.000Z,16-22 killed in strike on two housing compounds in Babar Ghar.,52093bda8d8b4098c503838f,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/,6,[u'']
Shawal,[],7,Ob256,33.01873964,,9-Jul,Pakistan,9,339,,3.1122E+17,69.65881348,North Waziristan,,2011-11-17T00:00:00.000Z,"In the third strike in as many days, CIA drones attacked a compound in North Waziristan, killing 7-9.",52093bda8d8b4098c5038390,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/,5,[u'']
Zinjibar,[],1,YEM039,13.129616,,1,Yemen,1,340,,3.11255E+17,45.381295,Abyan Province,,2011-12-22T00:00:00.000Z,"A US drone strike reportedly killed Abdulrahman al-Wuhayshi, the younger brother of Nasser al-Wuhayshi, a Yemeni who leads AQAP.",52093bda8d8b4098c5038391,http://www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/,,[u'Abdulrahman al-Wuhayshi']
Miranshah,[],1,Ob257,33.0020414,,4-Jan,Pakistan,4,341,,3.11308E+17,70.06084442,North Waziristan,,2012-01-10T00:00:00.000Z,"1-4 people killed in a strike on a house near Miranshah. Aslam Awan (aka Abdullah Khorasani), a senior operations operative for al Qaeda  is believed to be among dead.",52093bda8d8b4098c5038392,http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/,2,[u'']
Datta Khel,[],5,Ob258,33.151242,,9-May,Pakistan,9,342,,3.1228E+17,70.434707,North Waziristan,,2012-01-12T00:00:00.000Z,5-9 alleged militants killed and 2-3 injured in a strike on two vehicles near Dogga.,52093bda8d8b4098c5038393,http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/,3,[u'']
Elasha Biyaha,[],1,SOM019,2.084754,,1,Somalia,1,343,,3.13676E+17,45.210714,Banaadir,,2012-01-21T00:00:00.000Z,"Three missiles fired from a suspected drone operated by JSOC killed British-Lebanese militant Bilal Al-Barjawi, also known as Abu Hafsa.",52093bda8d8b4098c5038394,http://www.thebureauinvestigates.com/2012/02/22/get-the-data-somalias-hidden-war/,,[u'Bilal Al-Barjawi']
Deegan,[],4,Ob259,32.96863543,,5-Apr,Pakistan,5,344,,3.14192E+17,69.70207214,North Waziristan,,2012-01-23T00:00:00.000Z,4-5 alleged militants killed and 1 injured in a strike on a vehicle near Deegan.,52093bda8d8b4098c5038395,http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/,1,[u'']
Lawdar/Modya,[],10,YEM040,13.880199,,14-Oct,Yemen,14,345,,3.14383E+17,45.86811,Abyan Province,,2012-01-31T00:00:00.000Z,10-14 people killed in Abyan.,52093bda8d8b4098c5038396,http://www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/,,"[u'Mouwhahhad al-Maaribi, Ibrahim Al-Najdi, Abed Al Farraj Al-Shamri, Saleh Al-Akili, Abdul Munim al-Fathani']"
Miranshah,[],9,Ob260,33.0020414,,10-Sep,Pakistan,10,346,,3.14396E+17,70.06084442,North Waziristan,,2012-02-08T00:00:00.000Z,9-10 alleged militants killed and up to 12 injured a strike on a house near Miranshah.,52093bda8d8b4098c5038397,http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/,12,[u'']
Miranshah,[],5,Ob261,33.0020414,,8-May,Pakistan,8,347,,3.14487E+17,70.06084442,North Waziristan,0-3,2012-02-09T00:00:00.000Z,"5-8 killed, possibly 2 civilians, in a strike on a house near Miransha.  Badar Mansoor, a local Pakistani al Qaeda leader, and his wife and child are believed to be amongst dead.",52093bda8d8b4098c5038398,http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/,3,[u'']
Miranshah,[],6,Ob262,33.0020414,,6,Pakistan,6,348,,3.15101E+17,70.06084442,North Waziristan,,2012-02-16T00:00:00.000Z,6 alleged militants killed and up to 7 injured in a strike on a house near Spalga.,52093bda8d8b4098c5038399,http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/,7,[u'']
Mir Ali,[],10,Ob263,32.95826549,,15-Oct,Pakistan,15,349,,3.15157E+17,70.24108887,North Waziristan,,2012-02-16T00:00:00.000Z,10-15 alleged militants killed in a strike on a vehicle in Mir Ali.,52093bda8d8b4098c503839a,http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/,,[u'']
60km south of Mogadishu,[],4,SOM021,2.192222,,7-Apr,Somalia,7,350,,3.16304E+17,42.874722,Lower Shabelle,,2012-02-24T00:00:00.000Z,"Hours after Secretary Clinton told the London Somalia conference that airstrikes against al Shabaab 'would not be a good idea', a US drone strike killed up to seven alleged Islamists in Lower Shabelle.",52093bda8d8b4098c503839b,http://www.thebureauinvestigates.com/2012/02/22/get-the-data-somalias-hidden-war/,,[u'']
Shaktoi Mandao,[],8,Ob264,32.321955,,15-Aug,Pakistan,15,351,,3.16388E+17,69.864395,South Waziristan,,2012-03-09T00:00:00.000Z,"8-15 alleged militants killed and 3 injured in a strike on a vehicle in the Mandao borderlands area. Amongst dead was German citizen Samir H, believed to be one of the most dangerous Islamists in the country.",52093bda8d8b4098c503839c,http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/,3,[u'']
Nishpa,[],0,Ob264a,32.321955,,0-6,Pakistan,6,352,,3.16609E+17,69.864395,South Waziristan,,2012-03-09T00:00:00.000Z,"Two sources reported a second strike. The first reportedly hit a vehicle, killing up to 15 militants. The second strike was said to have hit a house 12 kilometres away, killing Û÷six Uzbeks.Ûª",52093bda8d8b4098c503839d,http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/,,[u'']
,[],23,YEM042,14.099622,,23-34,Yemen,34,353,,3.17283E+17,45.432054,Al Bayda Province,'Many' (2 named),2012-03-09T00:00:00.000Z,"A late evening airstrike on Bayda by US drones struck a gathering of alleged militants. As many as 34 Û÷AQAP militants' died. Two brothers of local businessman Salim al-Barakani ÛÒ one a teacher, the other a cellphone repairman, were among the civilians killed.",52093bda8d8b4098c503839e,http://www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/,55,[u'Hadaar al-Homaiqani']
Jaar and Zinjibar,[],24,YEM043,13.129616,,24,Yemen,24,354,,3.18929E+17,45.381295,Abyan Province,,2012-03-10T00:00:00.000Z,"Air strikes in Jaar and Zinjibar killed up to 24 alleged militants. Although initially reported as the work of the Yemen Air Force, a senior Yemen government official told CNN that the attacks were the work of the US, part of a three-day offensive.",52093bda8d8b4098c503839f,http://www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/,,[u'']
Jebel Khanfar,[],3,YEM044,13.219465,,6-Mar,Yemen,6,355,,3.19103E+17,45.310246,Abyan Province,,2012-03-11T00:00:00.000Z,"An air attack on a militant-occupied factory where arms were allegedly stored killed three near Jaar. Ansar al Sharia said US drones carried out the early evening strike, with up to five drones reportedly taking part.",52093bda8d8b4098c50383a0,http://www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/,,[u'']
,[],4,YEM045,14.099622,,5-Apr,Yemen,5,356,,3.19169E+17,45.432054,Al Bayda Province,,2012-03-13T00:00:00.000Z,4-5 people were killed in a strike on a moving vehicle. CNN reported that the strike appeared to be the work of the US.,52093bda8d8b4098c50383a1,http://www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/,,[u'Nasser al-Thafry']
Drey Nishtar,[],6,Ob265,32.82103747,,8-Jun,Pakistan,8,357,,3.19583E+17,69.97999191,South Waziristan,,2012-03-13T00:00:00.000Z,6-8 alleged militants belived to be senoir commanders of a Taliban faction were killed and 2-4 injured in a strike on a vehicle.,52093bda8d8b4098c50383a2,http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/,4,[u'']
Shawa,[],7,Ob266,32.7026315,,7,Pakistan,7,358,,3.19658E+17,69.9816857,South/North Waziristan border,,2012-03-13T00:00:00.000Z,7 unknown alleged militants killed and 3 injured in a strike on a vehicle in the borderlands of North and South Waziristan.,52093bda8d8b4098c50383a3,http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/,3,[u'']
Zinjibar,[],29,YEM048,13.129616,,29-30,Yemen,30,359,,3.19858E+17,45.381295,Abyan Province,,2012-03-22T00:00:00.000Z,"According to local Yemen officials, three areas in Zinjibar were struck by US drone strikes, killing at least 30 al Qaeda fighters.",52093bda8d8b4098c50383a4,http://www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/,24,[u'']
Miranshah,[],4,Ob267,33.0020414,,4,Pakistan,4,360,,3.19895E+17,70.06084442,North Waziristan,,2012-03-30T00:00:00.000Z,A Miranshah house destroyed killing 4 alleged militants.,52093bda8d8b4098c50383a5,http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/,3,[u'']
Azan,[],5,YEM049,14.33936309,,5,Yemen,5,361,,3.20613E+17,47.44163168,Shabwah Province,1,2012-03-30T00:00:00.000Z,"Four alleged AQAP militants died and three were 'critically injured' after a US drone struck their vehicles. 6-9 others were injured, including 5 civilians. One of the civilians, Mohamed, would later die.",52093bda8d8b4098c50383a6,http://www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/,9-Jun,[u'Mohamed Saleh al Suna']
,[],38,YEM050,13.612304,,38,Yemen,38,362,,3.2139E+17,46.106282,Lahij and Abyan Provinces,,2012-04-01T00:00:00.000Z,"Multiple airstrikes killed as many as 38 Û÷suspected al Qaeda militantsÛª in Lahj and Abyan over a 48-hour period, according to CNN. A number of officials confirmed US involvement",52093bda8d8b4098c50383a7,http://www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/,,[u'']
,[],0,YEM051,14.653544,Qasim al-Raimi,0-8,Yemen,8,363,,3.21429E+17,47.009442,Shabwah Province,,2012-04-07T00:00:00.000Z,News agencies reported a night time US drone strike on a moving vehicle in Shabwah province. The Yemen Air Force lacks the technical ability to carry out such a strike.,52093bda8d8b4098c50383a8,http://www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/,,[u'']
Al Kawd,[],16,YEM052,13.085664,,16,Yemen,16,364,,3.22355E+17,45.361154,Abyan Province,,2012-04-08T00:00:00.000Z,"The Yemen Defence Ministry reported that Û÷Yemeni-U.S. joint air raids bombed al-Qaida hideouts in the southern province of Abyan, killing at least 16 militantsÛª, according to Xinhua. Other agencies did not specify US involvement.",52093bda8d8b4098c50383a9,http://www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/,,[u'']
,[],8,,14.653544,,8,Yemen,8,365,,3.22363E+17,47.009442,Shabwah Province,,2012-04-08T00:00:00.000Z,"The other militants, 8, were killed when a US drone targeted their car in the province,' alsahwa-yemen.net quoted a tribal source as saying. ",52093bda8d8b4098c50383aa,http://www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/,,[u'']
Lawder,[],10,YEM053,13.880199,,14-Oct,Yemen,14,366,,3.22387E+17,45.86811,Abyan Province,,2012-04-11T00:00:00.000Z,"A targeted evening strike on an Û÷al Qaeda convoyÛª reportedly killed up to 14 alleged militants near Loder, Abyan Province. A local government official told Xinhua that the attack was the work of a US drone.",52093bda8d8b4098c50383ab,http://www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/,10,[u'']
al Zahir district,[],7,YEM054,14.099622,,7,Yemen,7,367,,3.23196E+17,45.432054,Al Bayda Province,,2012-04-14T00:00:00.000Z,"An evening airstrike on a vehicle killed at least three Ansar al-Sharia members, among them reportedly Mohammed al-Sabri, a Û÷leading militantÛª. Associated Press cited two Yemen military officials as saying that US drones had carried out the attack in Al Bayda Province, with a security official telling AFP the same. Eyewitness Abdel-Salam al-Ansi told the agency that he heard a strong explosion and had rushed outside: Û÷The car had been turned into a ball of fire.Ûª",52093bda8d8b4098c50383ac,http://www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/,,[u'Mohammed al-Sabri']
Azzan,[],5,YEM055,14.33936309,,7-May,Yemen,7,368,,3.23492E+17,47.44163168,Shabwah Province,,2012-04-16T00:00:00.000Z,"Up to five drone strikes killed at least five militants in the southeastern Shabwah province. CNN reported militant hideouts, checkpoints, training facilities and weapons warehouses were targeted in the strikes.",52093bda8d8b4098c50383ad,http://www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/,,[u'']
Lawder,[],12,YEM057,13.880199,,17-Dec,Yemen,17,369,,3.2387E+17,45.86811,Abyan Province,,2012-04-21T00:00:00.000Z,As many as 17 alleged militants were killed in a series of of strikes in the south of the country. AFP said it was unclear whether the strike was carried out by the Yemen Air Force or US drones.,52093bda8d8b4098c50383ae,http://www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/,,[u'']
